tournament_endpoint,tournament_division_id,tournament_id,tournament_name,time_period,Location,tournament_division_name,last_update,game_date,game_id,game_time,location_name,away_team_id,away_team,away_score,home_score,home_team
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20181119011929439bde7fe3f1be04d,h20181119011929553cd3182e467e24f,h20181119011929439bde7fe3f1be04d,2019 Graveyard Fall Tournament,"Nov 2 - 9, 2019","Canton, OH",BOYS 7-8 B,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20181119011929439bde7fe3f1be04d,h20181119011929491ec631d38dddd4a,h20181119011929439bde7fe3f1be04d,2019 Graveyard Fall Tournament,"Nov 2 - 9, 2019","Canton, OH",BOYS 3-4,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20181119011929439bde7fe3f1be04d,h2018111901192954675e59723e9b64d,h20181119011929439bde7fe3f1be04d,2019 Graveyard Fall Tournament,"Nov 2 - 9, 2019","Canton, OH",BOYS 7-8 A,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20181119011929439bde7fe3f1be04d,h20181119011929479b8eb2769b3c14e,h20181119011929439bde7fe3f1be04d,2019 Graveyard Fall Tournament,"Nov 2 - 9, 2019","Canton, OH",BOYS 5-6 A,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20181119011929439bde7fe3f1be04d,h20181119011929536bde4ab9a2df941,h20181119011929439bde7fe3f1be04d,2019 Graveyard Fall Tournament,"Nov 2 - 9, 2019","Canton, OH",GIRLS V,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20181119011929439bde7fe3f1be04d,h201811190119295181d230c0c025f4a,h20181119011929439bde7fe3f1be04d,2019 Graveyard Fall Tournament,"Nov 2 - 9, 2019","Canton, OH",GIRLS 7-8 B,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20181119011929439bde7fe3f1be04d,h20181119011929528675ce62e6bf54c,h20181119011929439bde7fe3f1be04d,2019 Graveyard Fall Tournament,"Nov 2 - 9, 2019","Canton, OH",GIRLS 7-8 A,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20181119011929439bde7fe3f1be04d,h2018111901192957384d38805d7874e,h20181119011929439bde7fe3f1be04d,2019 Graveyard Fall Tournament,"Nov 2 - 9, 2019","Canton, OH",GIRLS 5-6 B,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20190220142116863ccf4125f323442,h20190220142519576f9b11af305cc4f,h20190220142116863ccf4125f323442,Paying Balance Bug,"Nov 1 - 3, 2019",,12U,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20181119011929439bde7fe3f1be04d,h20181119011929509d990089f9da849,h20181119011929439bde7fe3f1be04d,2019 Graveyard Fall Tournament,"Nov 2 - 9, 2019","Canton, OH",GIRLS 5-6 A,,,,,,,,,,
https://tourneymachine.com/Public/Results/Tournament.aspx?IDTournament=h20190220142116863ccf4125f323442,h201902201425070370058bbdd26cf4a,h20190220142116863ccf4125f323442,Paying Balance Bug,"Nov 1 - 3, 2019",,10U,,,,,,,,,,
